epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1score,val_f1score,LR
1,1.370093876987585,1.0053049957468396,65.4275092936803,81.87919463087249,0.6322152515015795,0.8248039760092931,0.0001
2,1.0746205677330272,0.9260415140362013,81.31970260223048,83.37061894108874,0.820252505535458,0.840098678868038,0.0001
3,0.9864003022364081,0.9011654082153525,82.76022304832713,82.77404921700224,0.8347833288591439,0.8316356692104507,0.0001
4,0.9296615781837236,0.8971607814587298,85.68773234200744,81.73005219985086,0.8661539567545022,0.8259228099644678,0.0001
5,0.8919321790503747,0.8907144857304437,85.8271375464684,83.44519015659955,0.8663982826996993,0.8393264571041774,0.0001
6,0.8507063814255384,0.8803439684921787,88.10408921933086,83.51976137211037,0.8898198715720025,0.8393528325716841,0.0001
7,0.832312183752379,0.8783484225471815,88.52230483271376,84.19090231170767,0.8933330012116129,0.8465565442427444,0.0001
8,0.8009694466803596,0.854054817486377,89.26579925650557,84.26547352721849,0.9000132622482784,0.8465656200127702,0.0001
9,0.8007698621891688,0.8924980592869577,89.1728624535316,83.59433258762118,0.898017106484515,0.8378040681380885,0.0001
10,0.7822263843508015,0.8717512809449718,90.8457249070632,83.51976137211037,0.9155040326697026,0.8423758542561064,0.0001
11,0.7680128646605963,0.8802608271085081,90.52044609665427,83.7434750186428,0.9133880606512301,0.8404819695498336,0.0001
12,0.7334615275762338,0.8632140549875441,92.42565055762081,84.11633109619687,0.9303836226830065,0.8460201381809243,1e-05
13,0.7196418722766039,0.8409179138640562,93.35501858736059,85.4586129753915,0.9375458519486648,0.8570936123694409,1e-05
14,0.6980216684837767,0.8410994174579779,93.91263940520446,84.862043251305,0.9415755984427767,0.8531531198874001,1e-05
15,0.7019371966447085,0.852740310487293,94.14498141263941,84.41461595824012,0.9473754541795719,0.8475768464178755,1e-05
16,0.6955895377357653,0.8336859742800394,94.37732342007435,86.055182699478,0.9478698531937424,0.8650450919833127,1e-05
