epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1score,val_f1score,LR
1,0.9821945395611476,0.9066042757282654,71.06174376531922,73.04924597960077,0.22965748281782408,0.3214474443923031,0.0001
2,0.6893835178538326,0.8381243819991747,77.50068085437498,74.66992053063012,0.48423330309266355,0.39553932016020593,0.0001
3,0.5151101237779213,0.9998610092415696,82.42228533634206,74.11926662912208,0.607455137635988,0.3859073681660727,0.0001
4,0.36799393146953174,1.0414822327771358,87.49951367544645,72.05431449846692,0.6971805409591311,0.40926522843787677,0.0001
5,0.23909092138497137,1.149217248495136,91.93090300743104,72.78017645954571,0.7797781571744957,0.424352807422781,0.0001
6,0.16693956159456844,1.3285120981080192,94.16410535735127,73.13059257868719,0.8358800372095049,0.4107148668966444,0.0001
7,0.06840755972192453,1.6317149088496254,97.65007975722678,72.18572054314498,0.908152128265391,0.4180969493414613,5e-05
8,0.037455803809252994,1.7773534306103276,98.72388437147414,73.20568174707465,0.9589728256730802,0.4243646371818656,5e-05
9,0.030465414455962424,1.8121509656664871,99.03902268217718,72.62999812277079,0.9690971956790086,0.42810572361257815,5e-05
10,0.03253856049521677,1.8962457513525373,98.91841419289577,72.05431449846692,0.9704961129527739,0.4258504145445349,5e-05
11,0.017048762026466872,2.0879447758197784,99.45920709644788,73.66247418809837,0.986556984527348,0.42534851240432414,2.5e-05
12,0.009638519009028226,2.2387845010629723,99.70431467143914,73.59989988110881,0.9913512557506705,0.4276229159129116,2.5e-05
13,0.008458594326213886,2.2526304679257527,99.73933003929503,73.2682560540642,0.9917027714571033,0.4313400975376104,2.5e-05
14,0.00859883691775063,2.2676649381007468,99.74322063572346,73.25574119266629,0.9944989574887332,0.4266060492394858,2.5e-05
15,0.006010458303944519,2.324053392701206,99.81325137143524,73.8939991239597,0.9958161637826923,0.42467046382722146,1.25e-05
16,0.004012942567528439,2.3562504588848068,99.89106330000389,73.36837494524748,0.9981576149647284,0.4274263210754851,1.25e-05
17,0.003634825626723292,2.511861849576235,99.87550091429016,73.9065139853576,0.997256239222287,0.4233722340094325,1.25e-05
18,0.0023267448125572298,2.4630853395376886,99.94553165000194,73.58112758901196,0.9988062974309293,0.4296260926011839,1.25e-05
19,0.003062089602507577,2.4515379230890955,99.90662568571761,73.8814842625618,0.99813856559869,0.43316195974981925,6.25e-06
20,0.0018552690238802115,2.423278289004451,99.95720343928724,74.15681121331582,0.9990723436689463,0.4407270706679116,6.25e-06
21,0.001830930959380952,2.4771951784690223,99.94553165000194,73.18065202427883,0.9984234990086536,0.42828503312649757,6.25e-06
22,0.0015921123289602166,2.469958225176448,99.96498463214411,73.8251673862712,0.9996506889526615,0.436342309863621,6.25e-06
23,0.001730470157023189,2.5329996230346814,99.95331284285881,73.73130592578687,0.9987503694388175,0.43323514383303974,3.125e-06
24,0.0011776567581291669,2.541320601212127,99.98054701785784,73.72504849508792,0.9997899963673985,0.43536240317454855,3.125e-06
25,0.001119070622567947,2.6175329821805158,99.97276582500098,73.98160315374507,0.9996272333648544,0.4293752647688067,3.125e-06
