epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1score,val_f1score,LR
1,1.7250084134725834,1.2276346307425272,29.786245353159853,51.006711409395976,0.286079638802893,0.46328677399902235,0.0001
2,0.9662551651656849,0.9043819918518975,64.07992565055763,69.72408650260999,0.6337072522815784,0.7046733090266606,0.0001
3,0.7155536918945915,0.8097453342661971,74.67472118959108,72.7069351230425,0.7587501278251912,0.7334910996695504,0.0001
4,0.5730782144574871,0.8445219938598928,80.48327137546468,72.48322147651007,0.8129040944251825,0.7307672550501404,0.0001
5,0.48565247282385826,0.8683280210409846,83.317843866171,73.67636092468307,0.8499247486502466,0.7449433181572822,0.0001
6,0.4460149751526051,0.8458321724264395,85.13011152416357,72.48322147651007,0.8628402478507851,0.7306187102733941,0.0001
7,0.3732371037223525,0.8163492422373522,86.98884758364312,74.72035794183445,0.8827966511851648,0.7588404597983823,0.0001
8,0.24208098265678243,0.7568789162628707,91.91449814126393,77.70320656226697,0.9299113878563785,0.7852678250002894,1e-05
9,0.20027258667443987,0.8058688069383303,93.3085501858736,76.80835197613722,0.9418450776785332,0.7766677648107101,1e-05
10,0.1770822200023995,0.8530877017903895,94.79553903345725,75.98806860551827,0.9541565344625871,0.7715070554345822,1e-05
11,0.152713050636494,0.8605588489167747,94.88847583643123,75.68978374347502,0.9556076832173135,0.7688192602610358,1e-05
12,0.13895002809148904,0.848985690889614,95.77137546468401,77.10663683818046,0.9631995449707915,0.7840479769613379,1e-05
13,0.12039635125478404,0.8413128553934041,96.28252788104089,76.51006711409396,0.9676315921151524,0.7792822747016069,1.0000000000000002e-06
14,0.10808419393891379,0.8364370700326704,96.60780669144981,76.43549589858314,0.9708313230920569,0.7769845300918659,1.0000000000000002e-06
15,0.11619010572165915,0.8298721346294596,96.6542750929368,77.18120805369128,0.9707417197303871,0.784361729064472,1.0000000000000002e-06
16,0.10785899829070973,0.8572092382680803,96.60780669144981,76.65920954511559,0.9700985012759827,0.779733397752477,1.0000000000000002e-06
17,0.10222997140575574,0.8599214631886709,96.79368029739777,76.51006711409396,0.9724352237284613,0.7795429753772581,1.0000000000000002e-07
18,0.1065435827533164,0.8518668655306101,97.02602230483271,76.7337807606264,0.974334184800429,0.783202345337211,1.0000000000000002e-07
19,0.09852446846276189,0.8563346829087961,97.39776951672863,76.65920954511559,0.9771393780979861,0.7823925237912783,1.0000000000000002e-07
20,0.10106700820654464,0.8566770447152001,97.0724907063197,76.95749440715883,0.9746489969012758,0.7825171072809901,1.0000000000000002e-07
