epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1score,val_f1score,LR
1,0.9710256585844388,0.9666888224227088,80.76208178438662,80.01491424310217,0.818054070022409,0.8092631981383086,0.0001
2,0.8500522711906291,0.9136126974508876,86.19888475836431,83.07233407904549,0.8762490555206885,0.8366022444359376,0.0001
3,0.7930908307266944,0.9264408832504636,88.66171003717471,82.10290827740492,0.8967944359923954,0.8286794289738166,0.0001
4,0.7476693387368355,0.9385171944186801,91.31040892193309,82.25205070842655,0.9189189123374035,0.8273779306313207,0.0001
5,0.7433755479780715,0.9159923204708666,91.17100371747212,83.7434750186428,0.9167408938292124,0.8420303011688816,0.0001
6,0.7145541265994643,0.9427066785948617,91.96096654275092,82.17747949291574,0.9250541094154183,0.8299541149999377,1e-05
7,0.6992858411211064,0.8890056244674183,93.02973977695167,84.04175988068606,0.9329451643348562,0.8445994520887692,1e-05
8,0.6682517174008168,0.8970864489674568,94.37732342007435,83.668903803132,0.9456901010557885,0.8422090585663093,1e-05
9,0.6665644304459866,0.9153418072632381,94.9814126394052,83.07233407904549,0.9532605022419138,0.8347847039244345,1e-05
10,0.6380836927093094,0.9082486024569898,96.09665427509293,83.07233407904549,0.9638982926459662,0.8364757045653818,1e-05
11,0.6699177832186887,0.9112393369986898,95.16728624535315,83.1469052945563,0.9556234282292402,0.8360909751942541,1.0000000000000002e-06
12,0.6427004120163758,0.913477819945131,96.05018587360595,82.92319164802386,0.9630905374292722,0.8335949378476875,1.0000000000000002e-06
