epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1score,val_f1score,LR
1,1.442378012996624,1.385560079699471,41.44981412639405,40.86502609992543,0.3685809993247409,0.32357056475908985,0.0001
2,1.1819849862928284,1.231999056679862,50.04646840148699,48.02386278896346,0.47986255826762614,0.43349166833124264,0.0001
3,1.0722494489863017,1.1606721093966847,52.973977695167285,52.945563012677106,0.5104751788155859,0.47421669214537504,0.0001
4,0.9974787618314024,1.011543938091823,57.760223048327134,55.92841163310962,0.559110752243728,0.4996577493297057,0.0001
5,0.8659554128310051,0.9732291707325549,65.61338289962825,63.68381804623415,0.626386436237379,0.6296771188049061,0.0001
6,0.7765045677446742,1.0305128268720138,69.28438661710037,58.61297539149888,0.6674010666954583,0.5204688211492722,0.0001
7,0.7388669556027562,1.0087952130429803,70.12081784386618,60.40268456375839,0.6626325805557907,0.5642880155564481,0.0001
8,0.6321300477928526,0.8270886804731119,75.60408921933086,67.4123788217748,0.7208563858954533,0.6254661086005733,0.0001
9,0.5793369391718429,0.7276186288467476,77.32342007434944,71.21551081282625,0.7303780745561466,0.6462907249110905,0.0001
10,0.5601619012813087,0.8268804328205684,79.64684014869889,69.72408650260999,0.7583102117850283,0.6799465382507917,0.0001
11,0.5238010345812762,0.8201506466028237,80.06505576208178,71.36465324384787,0.7541566855347414,0.6505294742244719,0.0001
12,0.488076588099123,0.7558673868133199,81.22676579925651,72.33407904548844,0.7682407080001673,0.6953111615949786,0.0001
13,0.4566139509454785,0.8427814378713568,82.62081784386618,70.3206562266965,0.7825499820996151,0.6369260119611095,0.0001
14,0.34509384221324635,0.6801454254780852,85.96654275092936,75.46607009694257,0.7930673115636047,0.7059153792301729,1e-05
15,0.3266406080739219,0.6999698534740934,86.2453531598513,75.0186428038777,0.8078698581259354,0.7061967634830306,1e-05
16,0.31238088107730183,0.6975105583357314,87.54646840148699,76.06263982102908,0.8265138897337343,0.7133241736505185,1e-05
17,0.2962623853582653,0.7034906982222483,88.94052044609666,75.0186428038777,0.8462327375756712,0.7163650906014785,1e-05
18,0.28639532713700766,0.6798416980364848,87.54646840148699,76.28635346756153,0.8227419869998429,0.7330179609700902,1e-05
19,0.28623723063088236,0.6951108275291821,88.2899628252788,76.43549589858314,0.8410503714530897,0.7236081943463608,1e-05
20,0.27232175793881325,0.6771610872376532,88.56877323420075,76.43549589858314,0.8327108347588164,0.7348373205947363,1e-05
21,0.26821135640270716,0.7033548509990353,88.98698884758365,75.31692766592096,0.8470693937067053,0.7127002452977855,1e-05
22,0.2569636485191429,0.7087244650881205,89.63754646840148,76.1372110365399,0.8490304252546388,0.7295776922826767,1e-05
23,0.2599748889556445,0.7057310264734995,89.40520446096654,75.68978374347502,0.8456218911477538,0.7287318235283544,1e-05
24,0.24568785756062994,0.6962492192784945,89.86988847583643,76.43549589858314,0.8588976402614834,0.7305733086609945,1e-05
25,0.22829570490814968,0.69232932621214,90.89219330855019,76.1372110365399,0.8650290036998403,0.7230914445324785,1.0000000000000002e-06
